State_Name,Crop_Type,Crop,N,P,K,Zinc,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield
bihar,kharif,jowar,80,40,40,0.86,5.66,840.46,33.5833333333333,50,43.0,0.86
bihar,kharif,jowar,80,40,40,0.863636363636363,5.4,840.46,33.5833333333333,22,19.0,0.8636363636363636
bihar,kharif,jowar,80,40,40,0.842105263157894,5.36,840.46,33.5833333333333,19,16.0,0.8421052631578947
bihar,kharif,jowar,80,40,40,0.875,5.4,840.46,33.5833333333333,8,7.0,0.875
gujarat,kharif,jowar,80,40,40,0.788235294117647,5.66,790.98,30.6166666666666,42500,33500.0,0.788235294117647
gujarat,rabi,jowar,80,40,40,0.85,5.34,15.34,27.276,2000,1700.0,0.85
gujarat,kharif,jowar,80,40,40,0.34090909090909,5.64,790.98,30.6166666666666,17600,6000.0,0.3409090909090909
gujarat,rabi,jowar,80,40,40,0.88235294117647,5.66,15.34,27.276,1700,1500.0,0.8823529411764706
gujarat,rabi,jowar,80,40,40,0.793785310734463,5.36,15.34,27.276,35400,28100.0,0.7937853107344632
gujarat,kharif,jowar,80,40,40,0.228282828282828,5.36,790.98,30.6166666666666,49500,11300.0,0.22828282828282828
gujarat,rabi,jowar,80,40,40,0.842105263157894,5.38,15.34,27.276,1900,1600.0,0.8421052631578947
gujarat,kharif,jowar,80,40,40,0.786163522012578,5.62,790.98,30.6166666666666,15900,12500.0,0.7861635220125787
gujarat,kharif,jowar,80,40,40,0.75,5.42,790.98,30.6166666666666,800,600.0,0.75
gujarat,kharif,jowar,80,40,40,0.714285714285714,5.6,790.98,30.6166666666666,700,500.0,0.7142857142857143
gujarat,rabi,jowar,80,40,40,0.75,5.42,15.34,27.276,800,600.0,0.75
gujarat,kharif,jowar,80,40,40,0.781609195402298,5.42,790.98,30.6166666666666,8700,6800.0,0.7816091954022989
gujarat,rabi,jowar,80,40,40,0.75,5.66,15.34,27.276,400,300.0,0.75
gujarat,kharif,jowar,80,40,40,0.8125,5.52,790.98,30.6166666666666,1600,1300.0,0.8125
gujarat,rabi,jowar,80,40,40,0.666666666666666,5.6,15.34,27.276,3900,2600.0,0.6666666666666666
gujarat,kharif,jowar,80,40,40,0.796296296296296,5.48,790.98,30.6166666666666,5400,4300.0,0.7962962962962963
gujarat,kharif,jowar,80,40,40,0.782608695652174,5.62,790.98,30.6166666666666,2300,1800.0,0.782608695652174
haryana,kharif,jowar,80,40,40,0.333333333333333,5.32,331.88,35.3466666666666,6000,2000.0,0.3333333333333333
haryana,kharif,jowar,80,40,40,0.285714285714285,5.38,331.88,35.3466666666666,28000,8000.0,0.2857142857142857
haryana,kharif,jowar,80,40,40,0.263157894736842,5.32,331.88,35.3466666666666,19000,5000.0,0.2631578947368421
haryana,kharif,jowar,80,40,40,0.166666666666666,5.54,331.88,35.3466666666666,30000,5000.0,0.16666666666666666
haryana,kharif,jowar,80,40,40,0.333333333333333,5.6,331.88,35.3466666666666,3000,1000.0,0.3333333333333333
haryana,kharif,jowar,80,40,40,0.214285714285714,5.66,331.88,35.3466666666666,28000,6000.0,0.21428571428571427
haryana,kharif,jowar,80,40,40,0.266666666666666,5.58,331.88,35.3466666666666,15000,4000.0,0.26666666666666666
karnataka,rabi,jowar,80,40,40,0.140656918610902,5.4,199.2125,21.3,37204,5233.0,0.14065691861090204
karnataka,rabi,jowar,80,40,40,0.41779148598302,5.64,199.2125,21.3,32746,13681.0,0.41779148598302085
karnataka,kharif,jowar,80,40,40,0.74874715261959,5.66,1246.715,22.6,8780,6574.0,0.74874715261959
karnataka,rabi,jowar,80,40,40,0.43963712491277,5.52,199.2125,21.3,1433,630.0,0.4396371249127704
karnataka,rabi,jowar,80,40,40,0.450292397660818,5.52,199.2125,21.3,1026,462.0,0.4502923976608187
karnataka,kharif,jowar,80,40,40,0.797768878718535,5.58,1246.715,22.6,31464,25101.0,0.7977688787185355
karnataka,rabi,jowar,80,40,40,0.445843828715365,5.58,199.2125,21.3,2779,1239.0,0.44584382871536526
karnataka,kharif,jowar,80,40,40,0.594257178526841,5.32,1246.715,22.6,4005,2380.0,0.5942571785268415
karnataka,rabi,jowar,80,40,40,0.444525547445255,5.38,199.2125,21.3,2740,1218.0,0.44452554744525546
karnataka,kharif,jowar,80,40,40,0.721153846153846,5.38,1246.715,22.6,208,150.0,0.7211538461538461
karnataka,rabi,jowar,80,40,40,0.457627118644067,5.4,199.2125,21.3,59,27.0,0.4576271186440678
madhya pradesh,kharif,jowar,80,40,40,0.866666666666666,5.36,1011.49,30.43,3000,2600.0,0.8666666666666667
madhya pradesh,kharif,jowar,80,40,40,0.49099099099099,5.6,1011.49,30.43,22200,10900.0,0.49099099099099097
madhya pradesh,kharif,jowar,80,40,40,0.651245551601423,5.52,1011.49,30.43,28100,18300.0,0.6512455516014235
madhya pradesh,rabi,jowar,80,40,40,0.5,5.38,73.47,23.562,400,200.0,0.5
madhya pradesh,kharif,jowar,80,40,40,0.707317073170731,5.5,1011.49,30.43,8200,5800.0,0.7073170731707317
madhya pradesh,kharif,jowar,80,40,40,0.652439024390243,5.38,1011.49,30.43,16400,10700.0,0.6524390243902439
madhya pradesh,rabi,jowar,80,40,40,0.6875,5.64,73.47,23.562,1600,1100.0,0.6875
madhya pradesh,rabi,jowar,80,40,40,0.5,5.6,73.47,23.562,200,100.0,0.5
madhya pradesh,rabi,jowar,80,40,40,0.852941176470588,5.6,73.47,23.562,3400,2900.0,0.8529411764705882
madhya pradesh,kharif,jowar,80,40,40,0.5,5.32,1011.49,30.43,400,200.0,0.5
madhya pradesh,kharif,jowar,80,40,40,0.732394366197183,5.42,1011.49,30.43,28400,20800.0,0.7323943661971831
madhya pradesh,kharif,jowar,80,40,40,0.884615384615384,5.5,1011.49,30.43,5200,4600.0,0.8846153846153846
madhya pradesh,kharif,jowar,80,40,40,0.853333333333333,5.5,1011.49,30.43,7500,6400.0,0.8533333333333334
madhya pradesh,kharif,jowar,80,40,40,0.636363636363636,5.48,1011.49,30.43,13200,8400.0,0.6363636363636364
madhya pradesh,kharif,jowar,80,40,40,0.745098039215686,5.58,1011.49,30.43,5100,3800.0,0.7450980392156863
madhya pradesh,kharif,jowar,80,40,40,0.695652173913043,5.58,1011.49,30.43,6900,4800.0,0.6956521739130435
madhya pradesh,kharif,jowar,80,40,40,0.6,5.34,1011.49,30.43,7500,4500.0,0.6
madhya pradesh,rabi,jowar,80,40,40,0.666666666666666,5.62,73.47,23.562,300,200.0,0.6666666666666666
madhya pradesh,kharif,jowar,80,40,40,0.481818181818181,5.66,1011.49,30.43,11000,5300.0,0.4818181818181818
madhya pradesh,kharif,jowar,80,40,40,0.794871794871794,5.52,1011.49,30.43,3900,3100.0,0.7948717948717948
madhya pradesh,kharif,jowar,80,40,40,0.510416666666666,5.58,1011.49,30.43,19200,9800.0,0.5104166666666666
madhya pradesh,kharif,jowar,80,40,40,0.639053254437869,5.68,1011.49,30.43,16900,10800.0,0.6390532544378699
madhya pradesh,kharif,jowar,80,40,40,0.709302325581395,5.56,1011.49,30.43,8600,6100.0,0.7093023255813954
maharashtra,rabi,jowar,80,40,40,0.264705882352941,5.46,70.11,25.6,3400,900.0,0.2647058823529412
maharashtra,rabi,jowar,80,40,40,0.5,5.48,70.11,25.6,200,100.0,0.5
maharashtra,kharif,jowar,80,40,40,0.666666666666666,5.64,607.48,26.3666666666666,300,200.0,0.6666666666666666
maharashtra,rabi,jowar,80,40,40,0.205128205128205,5.36,70.11,25.6,3900,800.0,0.20512820512820512
maharashtra,rabi,jowar,80,40,40,0.27485380116959,5.32,70.11,25.6,17100,4700.0,0.27485380116959063
maharashtra,kharif,jowar,80,40,40,0.616071428571428,5.46,607.48,26.3666666666666,22400,13800.0,0.6160714285714286
maharashtra,rabi,jowar,80,40,40,0.829439252336448,5.52,70.11,25.6,42800,35500.0,0.8294392523364486
maharashtra,rabi,jowar,80,40,40,0.324175824175824,5.5,70.11,25.6,18200,5900.0,0.3241758241758242
maharashtra,rabi,jowar,80,40,40,0.854368932038834,5.4,70.11,25.6,10300,8800.0,0.8543689320388349
maharashtra,rabi,jowar,80,40,40,0.218543046357615,5.44,70.11,25.6,30200,6600.0,0.2185430463576159
maharashtra,rabi,jowar,80,40,40,0.16595744680851,5.66,70.11,25.6,23500,3900.0,0.16595744680851063
maharashtra,rabi,jowar,80,40,40,0.568181818181818,5.42,70.11,25.6,35200,20000.0,0.5681818181818182
maharashtra,rabi,jowar,80,40,40,0.640226628895184,5.32,70.11,25.6,35300,22600.0,0.6402266288951841
maharashtra,rabi,jowar,80,40,40,0.25,5.36,70.11,25.6,2000,500.0,0.25
nagaland,kharif,jowar,80,40,40,0.8,5.62,207.55,26.4333333333333,50,40.0,0.8
nagaland,kharif,jowar,80,40,40,0.7,5.46,207.55,26.4333333333333,300,210.0,0.7
nagaland,kharif,jowar,80,40,40,0.68,5.38,207.55,26.4333333333333,250,170.0,0.68
nagaland,kharif,jowar,80,40,40,0.7,5.32,207.55,26.4333333333333,100,70.0,0.7
nagaland,kharif,jowar,80,40,40,0.666666666666666,5.44,207.55,26.4333333333333,150,100.0,0.6666666666666666
rajasthan,kharif,jowar,80,40,40,0.626865671641791,5.68,510.05,33.3733333333333,20100,12600.0,0.6268656716417911
rajasthan,kharif,jowar,80,40,40,0.470588235294117,5.6,510.05,33.3733333333333,1700,800.0,0.47058823529411764
rajasthan,kharif,jowar,80,40,40,0.5,5.5,510.05,33.3733333333333,1400,700.0,0.5
rajasthan,kharif,jowar,80,40,40,0.716814159292035,5.38,510.05,33.3733333333333,33900,24300.0,0.7168141592920354
rajasthan,kharif,jowar,80,40,40,0.501845018450184,5.62,510.05,33.3733333333333,27100,13600.0,0.5018450184501845
rajasthan,kharif,jowar,80,40,40,0.717647058823529,5.4,510.05,33.3733333333333,8500,6100.0,0.7176470588235294
rajasthan,kharif,jowar,80,40,40,0.878048780487804,5.58,510.05,33.3733333333333,16400,14400.0,0.8780487804878049
rajasthan,kharif,jowar,80,40,40,0.489361702127659,5.44,510.05,33.3733333333333,4700,2300.0,0.48936170212765956
rajasthan,kharif,jowar,80,40,40,0.666666666666666,5.34,510.05,33.3733333333333,300,200.0,0.6666666666666666
rajasthan,kharif,jowar,80,40,40,0.466666666666666,5.42,510.05,33.3733333333333,1500,700.0,0.4666666666666667
rajasthan,kharif,jowar,80,40,40,0.5,5.64,510.05,33.3733333333333,400,200.0,0.5
rajasthan,kharif,jowar,80,40,40,0.6,5.6,510.05,33.3733333333333,500,300.0,0.6
rajasthan,kharif,jowar,80,40,40,0.373493975903614,5.64,510.05,33.3733333333333,16600,6200.0,0.37349397590361444
rajasthan,kharif,jowar,80,40,40,0.46875,5.56,510.05,33.3733333333333,3200,1500.0,0.46875
rajasthan,kharif,jowar,80,40,40,0.473684210526315,5.68,510.05,33.3733333333333,5700,2700.0,0.47368421052631576
rajasthan,kharif,jowar,80,40,40,0.735537190082644,5.68,510.05,33.3733333333333,24200,17800.0,0.7355371900826446
rajasthan,kharif,jowar,80,40,40,0.452261306532663,5.46,510.05,33.3733333333333,19900,9000.0,0.45226130653266333
rajasthan,kharif,jowar,80,40,40,0.454225352112676,5.48,510.05,33.3733333333333,28400,12900.0,0.45422535211267606
rajasthan,kharif,jowar,80,40,40,0.796296296296296,5.52,510.05,33.3733333333333,5400,4300.0,0.7962962962962963
rajasthan,kharif,jowar,80,40,40,0.476190476190476,5.38,510.05,33.3733333333333,6300,3000.0,0.47619047619047616
rajasthan,kharif,jowar,80,40,40,0.569892473118279,5.5,510.05,33.3733333333333,9300,5300.0,0.5698924731182796
telangana,kharif,jowar,80,40,40,0.5,5.44,770.44,28.68,400,200.0,0.5
telangana,rabi,jowar,80,40,40,0.838709677419354,5.58,98.94,25.574,6200,5200.0,0.8387096774193549
telangana,kharif,jowar,80,40,40,0.709677419354838,5.46,770.44,28.68,3100,2200.0,0.7096774193548387
telangana,rabi,jowar,80,40,40,0.732142857142857,5.36,98.94,25.574,22400,16400.0,0.7321428571428571
telangana,kharif,jowar,80,40,40,0.684807256235827,5.48,770.44,28.68,44100,30200.0,0.6848072562358276
telangana,kharif,jowar,80,40,40,0.297709923664122,5.68,770.44,28.68,13100,3900.0,0.29770992366412213
telangana,rabi,jowar,80,40,40,0.379679144385026,5.44,98.94,25.574,18700,7100.0,0.37967914438502676
telangana,kharif,jowar,80,40,40,0.605263157894736,5.52,770.44,28.68,3800,2300.0,0.6052631578947368
telangana,rabi,jowar,80,40,40,0.633064516129032,5.32,98.94,25.574,24800,15700.0,0.6330645161290323
telangana,rabi,jowar,80,40,40,0.641025641025641,5.48,98.94,25.574,23400,15000.0,0.6410256410256411
telangana,kharif,jowar,80,40,40,0.4,5.36,770.44,28.68,1500,600.0,0.4
telangana,rabi,jowar,80,40,40,0.755905511811023,5.42,98.94,25.574,25400,19200.0,0.7559055118110236
uttar pradesh,kharif,jowar,80,40,40,0.56,5.68,579.75,34.01,725,406.0,0.56
uttar pradesh,kharif,jowar,80,40,40,0.545454545454545,5.46,579.75,34.01,11,6.0,0.5454545454545454
uttar pradesh,kharif,jowar,80,40,40,0.64397622906537,5.32,579.75,34.01,1851,1192.0,0.6439762290653701
uttar pradesh,kharif,jowar,80,40,40,0.642857142857142,5.54,579.75,34.01,14,9.0,0.6428571428571429
uttar pradesh,kharif,jowar,80,40,40,0.777777777777777,5.64,579.75,34.01,36,28.0,0.7777777777777778
uttar pradesh,kharif,jowar,80,40,40,0.577210460772104,5.6,579.75,34.01,1606,927.0,0.5772104607721046
uttar pradesh,kharif,jowar,80,40,40,0.440410081161896,5.68,579.75,34.01,42138,18558.0,0.4404100811618966
uttar pradesh,kharif,jowar,80,40,40,0.644275375765448,5.56,579.75,34.01,5389,3472.0,0.6442753757654481
uttar pradesh,kharif,jowar,80,40,40,0.792607802874743,5.4,579.75,34.01,487,386.0,0.7926078028747433
uttar pradesh,kharif,jowar,80,40,40,0.675798621719795,5.68,579.75,34.01,29457,19907.0,0.675798621719795
uttar pradesh,kharif,jowar,80,40,40,0.559479553903345,5.6,579.75,34.01,538,301.0,0.5594795539033457
uttar pradesh,kharif,jowar,80,40,40,0.644185401054676,5.66,579.75,34.01,3603,2321.0,0.6441854010546767
uttar pradesh,kharif,jowar,80,40,40,0.768469448636507,5.54,579.75,34.01,28493,21896.0,0.7684694486365072
uttar pradesh,kharif,jowar,80,40,40,0.558035714285714,5.68,579.75,34.01,224,125.0,0.5580357142857143
uttar pradesh,kharif,jowar,80,40,40,0.79467680608365,5.56,579.75,34.01,263,209.0,0.7946768060836502
uttar pradesh,kharif,jowar,80,40,40,0.794326241134751,5.4,579.75,34.01,282,224.0,0.7943262411347518
uttar pradesh,kharif,jowar,80,40,40,0.5,5.52,579.75,34.01,4,2.0,0.5
uttar pradesh,kharif,jowar,80,40,40,0.669928115015974,5.4,579.75,34.01,15024,10065.0,0.6699281150159745
uttar pradesh,kharif,jowar,80,40,40,0.694113573407202,5.42,579.75,34.01,14440,10023.0,0.6941135734072023
uttar pradesh,kharif,jowar,80,40,40,0.590011961722488,5.56,579.75,34.01,13376,7892.0,0.590011961722488
uttar pradesh,kharif,jowar,80,40,40,0.675607843137254,5.44,579.75,34.01,12750,8614.0,0.6756078431372549
uttar pradesh,kharif,jowar,80,40,40,0.559688581314878,5.48,579.75,34.01,1156,647.0,0.5596885813148789
uttar pradesh,kharif,jowar,80,40,40,0.559779077322937,5.44,579.75,34.01,3078,1723.0,0.559779077322937
uttar pradesh,kharif,jowar,80,40,40,0.673469387755102,5.58,579.75,34.01,49,33.0,0.673469387755102
uttar pradesh,kharif,jowar,80,40,40,0.710514928602336,5.38,579.75,34.01,4622,3284.0,0.7105149286023367
uttar pradesh,kharif,jowar,80,40,40,0.710541642399534,5.66,579.75,34.01,1717,1220.0,0.7105416423995341
uttar pradesh,kharif,jowar,80,40,40,0.692882728546955,5.36,579.75,34.01,12842,8898.0,0.6928827285469553
uttar pradesh,kharif,jowar,80,40,40,0.710508474576271,5.34,579.75,34.01,2950,2096.0,0.7105084745762712
uttar pradesh,kharif,jowar,80,40,40,0.829042784626541,5.44,579.75,34.01,11032,9146.0,0.829042784626541
andhra pradesh,kharif,jowar,80,40,40,0.56,5.4,654.34,29.2666666666666,2500,1400.0,0.56
andhra pradesh,kharif,jowar,80,40,40,0.25,5.6,654.34,29.2666666666666,1200,300.0,0.25
andhra pradesh,kharif,jowar,80,40,40,0.333333333333333,5.4,654.34,29.2666666666666,600,200.0,0.3333333333333333
andhra pradesh,kharif,jowar,80,40,40,0.805970149253731,5.46,654.34,29.2666666666666,6700,5400.0,0.8059701492537313
andhra pradesh,kharif,jowar,80,40,40,0.291666666666666,5.38,654.34,29.2666666666666,2400,700.0,0.2916666666666667
andhra pradesh,rabi,jowar,80,40,40,0.5,5.58,288.3,25.46,200,100.0,0.5
andhra pradesh,kharif,jowar,80,40,40,0.333333333333333,5.66,654.34,29.2666666666666,300,100.0,0.3333333333333333
andhra pradesh,rabi,jowar,80,40,40,0.333333333333333,5.64,288.3,25.46,300,100.0,0.3333333333333333
andhra pradesh,kharif,jowar,80,40,40,0.277777777777777,5.5,654.34,29.2666666666666,1800,500.0,0.2777777777777778
andhra pradesh,kharif,jowar,80,40,40,0.25,5.32,654.34,29.2666666666666,400,100.0,0.25
bihar,kharif,jowar,80,40,40,0.9,5.54,840.46,33.5833333333333,10,9.0,0.9
dadra and nagar haveli,kharif,jowar,80,40,40,0.799235181644359,5.34,168.257,28.2233333333333,523,418.0,0.7992351816443595
gujarat,rabi,jowar,80,40,40,0.8,5.6,15.34,27.276,2500,2000.0,0.8
gujarat,kharif,jowar,80,40,40,0.167487684729064,5.4,790.98,30.6166666666666,20300,3400.0,0.16748768472906403
gujarat,kharif,jowar,80,40,40,0.184210526315789,5.54,790.98,30.6166666666666,7600,1400.0,0.18421052631578946
gujarat,rabi,jowar,80,40,40,0.820069204152249,5.52,15.34,27.276,28900,23700.0,0.8200692041522492
gujarat,kharif,jowar,80,40,40,0.821138211382113,5.42,790.98,30.6166666666666,12300,10100.0,0.8211382113821138
gujarat,kharif,jowar,80,40,40,0.848484848484848,5.48,790.98,30.6166666666666,3300,2800.0,0.8484848484848485
gujarat,kharif,jowar,80,40,40,0.825581395348837,5.44,790.98,30.6166666666666,8600,7100.0,0.8255813953488372
gujarat,rabi,jowar,80,40,40,0.8,5.38,15.34,27.276,500,400.0,0.8
gujarat,kharif,jowar,80,40,40,0.822222222222222,5.32,790.98,30.6166666666666,4500,3700.0,0.8222222222222222
gujarat,rabi,jowar,80,40,40,0.683333333333333,5.58,15.34,27.276,6000,4100.0,0.6833333333333333
gujarat,kharif,jowar,80,40,40,0.8,5.66,790.98,30.6166666666666,1000,800.0,0.8
gujarat,kharif,jowar,80,40,40,0.863636363636363,5.6,790.98,30.6166666666666,2200,1900.0,0.8636363636363636
gujarat,kharif,jowar,80,40,40,0.8,5.5,790.98,30.6166666666666,1500,1200.0,0.8
gujarat,rabi,jowar,80,40,40,0.785714285714285,5.54,15.34,27.276,2800,2200.0,0.7857142857142857
gujarat,kharif,jowar,80,40,40,0.826086956521739,5.62,790.98,30.6166666666666,2300,1900.0,0.8260869565217391
gujarat,rabi,jowar,80,40,40,0.823899371069182,5.32,15.34,27.276,15900,13100.0,0.8238993710691824
gujarat,rabi,jowar,80,40,40,0.666666666666666,5.66,15.34,27.276,300,200.0,0.6666666666666666
haryana,kharif,jowar,80,40,40,0.228885328450446,5.64,331.88,35.3466666666666,4369,1000.0,0.22888532845044632
haryana,kharif,jowar,80,40,40,0.1902316069815,5.44,331.88,35.3466666666666,21027,4000.0,0.1902316069815
haryana,kharif,jowar,80,40,40,0.136351240796291,5.38,331.88,35.3466666666666,22002,3000.0,0.13635124079629124
haryana,kharif,jowar,80,40,40,0.22385136269517,5.68,331.88,35.3466666666666,35738,8000.0,0.22385136269517042
haryana,kharif,jowar,80,40,40,0.213873244457118,5.48,331.88,35.3466666666666,28054,6000.0,0.21387324445711842
haryana,kharif,jowar,80,40,40,0.226124971734378,5.64,331.88,35.3466666666666,13267,3000.0,0.22612497173437854
karnataka,rabi,jowar,80,40,40,0.452318605190758,5.36,199.2125,21.3,30169,13646.0,0.4523186051907587
karnataka,kharif,jowar,80,40,40,0.823185078909612,5.46,1246.715,22.6,17425,14344.0,0.8231850789096127
karnataka,rabi,jowar,80,40,40,0.691666666666666,5.5,199.2125,21.3,120,83.0,0.6916666666666667
karnataka,kharif,jowar,80,40,40,0.75735294117647,5.38,1246.715,22.6,6664,5047.0,0.7573529411764706
karnataka,rabi,jowar,80,40,40,0.673476681160283,5.36,199.2125,21.3,16789,11307.0,0.6734766811602835
karnataka,rabi,jowar,80,40,40,0.594089163466355,5.36,199.2125,21.3,41923,24906.0,0.594089163466355
karnataka,kharif,jowar,80,40,40,0.59514435695538,5.32,1246.715,22.6,12192,7256.0,0.5951443569553806
karnataka,rabi,jowar,80,40,40,0.634788189987163,5.46,199.2125,21.3,1558,989.0,0.634788189987163
karnataka,rabi,jowar,80,40,40,0.733521587277996,5.44,199.2125,21.3,40371,29613.0,0.7335215872779965
karnataka,kharif,jowar,80,40,40,0.827759815242494,5.36,1246.715,22.6,21650,17921.0,0.8277598152424942
karnataka,rabi,jowar,80,40,40,0.595644673350501,5.6,199.2125,21.3,39997,23824.0,0.5956446733505013
karnataka,rabi,jowar,80,40,40,0.687610619469026,5.44,199.2125,21.3,1130,777.0,0.6876106194690266
karnataka,kharif,jowar,80,40,40,0.538078094710606,5.5,1246.715,22.6,3611,1943.0,0.5380780947106065
karnataka,rabi,jowar,80,40,40,0.69,5.38,199.2125,21.3,100,69.0,0.69
karnataka,rabi,jowar,80,40,40,0.680722891566265,5.46,199.2125,21.3,498,339.0,0.6807228915662651
karnataka,rabi,jowar,80,40,40,0.686274509803921,5.42,199.2125,21.3,51,35.0,0.6862745098039216
kerala,kharif,jowar,80,40,40,0.5,5.54,1997.12,27.0,2,1.0,0.5
kerala,kharif,jowar,80,40,40,0.508965517241379,5.34,1997.12,27.0,2175,1107.0,0.5089655172413793
madhya pradesh,kharif,jowar,80,40,40,0.581589958158995,5.44,1011.49,30.43,23900,13900.0,0.5815899581589958
madhya pradesh,rabi,jowar,80,40,40,0.666666666666666,5.54,73.47,23.562,600,400.0,0.6666666666666666
madhya pradesh,kharif,jowar,80,40,40,0.759061833688699,5.42,1011.49,30.43,46900,35600.0,0.7590618336886994
madhya pradesh,kharif,jowar,80,40,40,0.774834437086092,5.36,1011.49,30.43,15100,11700.0,0.7748344370860927
madhya pradesh,rabi,jowar,80,40,40,0.73076923076923,5.32,73.47,23.562,2600,1900.0,0.7307692307692307
madhya pradesh,kharif,jowar,80,40,40,0.875,5.58,1011.49,30.43,16800,14700.0,0.875
madhya pradesh,kharif,jowar,80,40,40,0.821782178217821,5.4,1011.49,30.43,10100,8300.0,0.8217821782178217
madhya pradesh,kharif,jowar,80,40,40,0.657407407407407,5.56,1011.49,30.43,10800,7100.0,0.6574074074074074
maharashtra,rabi,jowar,80,40,40,0.363636363636363,5.66,70.11,25.6,1100,400.0,0.36363636363636365
maharashtra,rabi,jowar,80,40,40,0.333333333333333,5.36,70.11,25.6,600,200.0,0.3333333333333333
maharashtra,rabi,jowar,80,40,40,0.391304347826087,5.66,70.11,25.6,2300,900.0,0.391304347826087
maharashtra,rabi,jowar,80,40,40,0.358490566037735,5.4,70.11,25.6,21200,7600.0,0.3584905660377358
maharashtra,kharif,jowar,80,40,40,0.899521531100478,5.58,607.48,26.3666666666666,20900,18800.0,0.8995215311004785
maharashtra,rabi,jowar,80,40,40,0.276315789473684,5.38,70.11,25.6,15200,4200.0,0.27631578947368424
maharashtra,rabi,jowar,80,40,40,0.651063829787234,5.5,70.11,25.6,23500,15300.0,0.6510638297872341
maharashtra,rabi,jowar,80,40,40,0.534883720930232,5.54,70.11,25.6,21500,11500.0,0.5348837209302325
maharashtra,rabi,jowar,80,40,40,0.774436090225563,5.38,70.11,25.6,26600,20600.0,0.7744360902255639
maharashtra,rabi,jowar,80,40,40,0.881818181818181,5.5,70.11,25.6,33000,29100.0,0.8818181818181818
maharashtra,kharif,jowar,80,40,40,0.692307692307692,5.34,607.48,26.3666666666666,1300,900.0,0.6923076923076923
maharashtra,rabi,jowar,80,40,40,0.35,5.62,70.11,25.6,2000,700.0,0.35
rajasthan,kharif,jowar,80,40,40,0.677689013342118,5.32,510.05,33.3733333333333,24284,16457.0,0.6776890133421183
rajasthan,kharif,jowar,80,40,40,0.287185354691075,5.48,510.05,33.3733333333333,1748,502.0,0.28718535469107553
rajasthan,kharif,jowar,80,40,40,0.288961038961039,5.4,510.05,33.3733333333333,616,178.0,0.288961038961039
rajasthan,kharif,jowar,80,40,40,0.661401024076696,5.66,510.05,33.3733333333333,36716,24284.0,0.6614010240766968
rajasthan,kharif,jowar,80,40,40,0.287536800785083,5.66,510.05,33.3733333333333,1019,293.0,0.2875368007850834
rajasthan,kharif,jowar,80,40,40,0.733100233100233,5.32,510.05,33.3733333333333,6864,5032.0,0.7331002331002331
rajasthan,kharif,jowar,80,40,40,0.664027777777777,5.68,510.05,33.3733333333333,14400,9562.0,0.6640277777777778
rajasthan,kharif,jowar,80,40,40,0.4,5.4,510.05,33.3733333333333,5,2.0,0.4
rajasthan,kharif,jowar,80,40,40,0.287316047652417,5.52,510.05,33.3733333333333,5708,1640.0,0.28731604765241764
rajasthan,kharif,jowar,80,40,40,0.290322580645161,5.4,510.05,33.3733333333333,186,54.0,0.2903225806451613
rajasthan,kharif,jowar,80,40,40,0.287191726332537,5.58,510.05,33.3733333333333,1257,361.0,0.2871917263325378
rajasthan,kharif,jowar,80,40,40,0.266666666666666,5.32,510.05,33.3733333333333,15,4.0,0.26666666666666666
